ISP,Download,Upload,Timestamp
Infel-ktv Doo,13.73 Mbit/s,1.34 Mbit/s,2020-07-03T20:00:03.818972Z
Infel-ktv Doo,14.32 Mbit/s,1.28 Mbit/s,2020-07-03T21:00:02.925884Z
Infel-ktv Doo,14.29 Mbit/s,1.24 Mbit/s,2020-07-03T22:00:01.992523Z
Infel-ktv Doo,14.23 Mbit/s,1.23 Mbit/s,2020-07-03T23:00:02.133058Z
Infel-ktv Doo,14.30 Mbit/s,1.24 Mbit/s,2020-07-04T00:00:02.305151Z
Infel-ktv Doo,14.29 Mbit/s,1.32 Mbit/s,2020-07-04T01:00:03.053988Z
Infel-ktv Doo,14.16 Mbit/s,1.25 Mbit/s,2020-07-04T02:00:02.544129Z
Infel-ktv Doo,14.37 Mbit/s,1.22 Mbit/s,2020-07-04T03:00:02.772419Z
Infel-ktv Doo,14.44 Mbit/s,1.28 Mbit/s,2020-07-04T04:00:02.705220Z
Infel-ktv Doo,14.32 Mbit/s,1.31 Mbit/s,2020-07-04T05:00:03.184376Z
Infel-ktv Doo,13.95 Mbit/s,1.22 Mbit/s,2020-07-04T06:00:02.074152Z
Infel-ktv Doo,14.33 Mbit/s,1.37 Mbit/s,2020-07-04T07:00:02.781724Z
Infel-ktv Doo,14.17 Mbit/s,1.33 Mbit/s,2020-07-04T08:00:02.346873Z
Infel-ktv Doo,14.36 Mbit/s,1.32 Mbit/s,2020-07-04T09:00:03.347515Z
Infel-ktv Doo,14.11 Mbit/s,1.29 Mbit/s,2020-07-04T10:00:02.067378Z
Infel-ktv Doo,14.27 Mbit/s,1.29 Mbit/s,2020-07-04T11:00:02.822936Z
Infel-ktv Doo,14.11 Mbit/s,1.34 Mbit/s,2020-07-04T12:00:02.124633Z
Infel-ktv Doo,14.26 Mbit/s,1.33 Mbit/s,2020-07-04T13:00:03.336283Z
Infel-ktv Doo,14.12 Mbit/s,1.24 Mbit/s,2020-07-04T14:00:03.207420Z
Infel-ktv Doo,13.83 Mbit/s,1.30 Mbit/s,2020-07-04T15:00:03.967580Z
Infel-ktv Doo,13.96 Mbit/s,1.27 Mbit/s,2020-07-04T16:00:02.983941Z
Infel-ktv Doo,12.79 Mbit/s,1.26 Mbit/s,2020-07-04T17:00:03.603405Z
Infel-ktv Doo,6.66 Mbit/s,1.15 Mbit/s,2020-07-04T18:00:02.511087Z
Infel-ktv Doo,13.67 Mbit/s,1.18 Mbit/s,2020-07-04T19:00:03.575155Z
Infel-ktv Doo,12.97 Mbit/s,1.28 Mbit/s,2020-07-05T12:00:02.330875Z
Infel-ktv Doo,14.27 Mbit/s,1.20 Mbit/s,2020-07-05T13:00:02.276033Z
Infel-ktv Doo,14.29 Mbit/s,1.27 Mbit/s,2020-07-05T14:00:03.247777Z
Infel-ktv Doo,5.91 Mbit/s,1.29 Mbit/s,2020-07-05T15:00:02.827460Z
Infel-ktv Doo,13.38 Mbit/s,1.29 Mbit/s,2020-07-05T16:00:02.842280Z
Infel-ktv Doo,14.03 Mbit/s,1.31 Mbit/s,2020-07-05T17:00:02.623455Z
Infel-ktv Doo,14.37 Mbit/s,1.32 Mbit/s,2020-07-05T18:00:02.492661Z
Infel-ktv Doo,8.78 Mbit/s,1.27 Mbit/s,2020-07-05T19:00:02.610245Z
Infel-ktv Doo,9.94 Mbit/s,1.32 Mbit/s,2020-07-05T20:00:03.359042Z
Infel-ktv Doo,14.07 Mbit/s,1.29 Mbit/s,2020-07-06T20:00:03.493684Z
Infel-ktv Doo,14.29 Mbit/s,1.19 Mbit/s,2020-07-06T21:00:02.705022Z
Infel-ktv Doo,13.85 Mbit/s,1.16 Mbit/s,2020-07-06T22:00:03.091707Z
Infel-ktv Doo,13.76 Mbit/s,1.29 Mbit/s,2020-07-06T23:00:02.280033Z
Infel-ktv Doo,14.32 Mbit/s,1.22 Mbit/s,2020-07-07T00:00:02.538638Z
Infel-ktv Doo,14.38 Mbit/s,1.28 Mbit/s,2020-07-07T01:00:02.554822Z
Infel-ktv Doo,14.34 Mbit/s,1.26 Mbit/s,2020-07-07T02:00:02.970726Z
Infel-ktv Doo,14.20 Mbit/s,1.17 Mbit/s,2020-07-07T03:00:01.926086Z
Infel-ktv Doo,14.38 Mbit/s,1.27 Mbit/s,2020-07-07T04:00:03.571269Z
Infel-ktv Doo,14.17 Mbit/s,1.29 Mbit/s,2020-07-07T05:00:02.572121Z
Infel-ktv Doo,14.30 Mbit/s,1.36 Mbit/s,2020-07-07T06:00:02.041633Z
Infel-ktv Doo,14.11 Mbit/s,1.28 Mbit/s,2020-07-07T07:00:02.540451Z
Infel-ktv Doo,14.28 Mbit/s,1.21 Mbit/s,2020-07-07T08:00:02.804246Z
Infel-ktv Doo,13.26 Mbit/s,1.31 Mbit/s,2020-07-07T14:00:02.962590Z
Infel-ktv Doo,10.78 Mbit/s,1.33 Mbit/s,2020-07-11T12:00:03.973678Z
Infel-ktv Doo,14.28 Mbit/s,1.26 Mbit/s,2020-07-11T13:00:03.028443Z
Infel-ktv Doo,14.10 Mbit/s,1.35 Mbit/s,2020-07-11T14:00:02.978203Z
Infel-ktv Doo,13.96 Mbit/s,1.39 Mbit/s,2020-07-11T19:00:03.372044Z
Infel-ktv Doo,11.70 Mbit/s,1.34 Mbit/s,2020-07-11T20:00:02.577084Z
Infel-ktv Doo,12.41 Mbit/s,1.23 Mbit/s,2020-07-11T21:00:03.133508Z
Infel-ktv Doo,10.32 Mbit/s,1.25 Mbit/s,2020-07-11T22:00:03.318734Z
Infel-ktv Doo,14.11 Mbit/s,1.37 Mbit/s,2020-07-11T23:00:02.751652Z
Infel-ktv Doo,13.98 Mbit/s,1.33 Mbit/s,2020-07-12T08:00:03.875624Z
Infel-ktv Doo,14.29 Mbit/s,1.31 Mbit/s,2020-07-12T09:00:03.038178Z
Infel-ktv Doo,14.38 Mbit/s,1.32 Mbit/s,2020-07-15T12:00:03.353905Z
Infel-ktv Doo,13.69 Mbit/s,1.20 Mbit/s,2020-07-15T13:00:02.748981Z
Infel-ktv Doo,14.29 Mbit/s,1.26 Mbit/s,2020-07-15T14:00:02.752237Z
Infel-ktv Doo,14.03 Mbit/s,1.25 Mbit/s,2020-07-15T15:00:01.866454Z
Infel-ktv Doo,12.56 Mbit/s,1.34 Mbit/s,2020-07-15T16:00:03.663076Z
Infel-ktv Doo,14.05 Mbit/s,1.27 Mbit/s,2020-07-17T22:00:03.543113Z
Infel-ktv Doo,14.20 Mbit/s,1.22 Mbit/s,2020-07-19T11:00:02.816762Z
Infel-ktv Doo,13.92 Mbit/s,1.24 Mbit/s,2020-07-19T12:00:02.021635Z
Infel-ktv Doo,13.87 Mbit/s,1.29 Mbit/s,2020-07-19T13:00:02.625359Z
Infel-ktv Doo,13.64 Mbit/s,1.32 Mbit/s,2020-07-19T14:00:02.033634Z
Infel-ktv Doo,12.47 Mbit/s,1.26 Mbit/s,2020-07-19T15:00:02.729611Z
Infel-ktv Doo,14.25 Mbit/s,1.23 Mbit/s,2020-07-19T16:00:01.894517Z
Infel-ktv Doo,4.86 Mbit/s,1.30 Mbit/s,2020-07-19T17:00:03.062760Z
Infel-ktv Doo,13.16 Mbit/s,1.34 Mbit/s,2020-07-19T18:00:02.611249Z
Infel-ktv Doo,11.69 Mbit/s,1.29 Mbit/s,2020-07-19T19:00:04.032949Z
Infel-ktv Doo,12.72 Mbit/s,1.28 Mbit/s,2020-07-19T20:00:03.000551Z
Infel-ktv Doo,14.21 Mbit/s,1.24 Mbit/s,2020-07-20T23:00:03.444628Z
Infel-ktv Doo,12.04 Mbit/s,1.22 Mbit/s,2020-07-21T21:00:02.891128Z
Infel-ktv Doo,12.75 Mbit/s,1.24 Mbit/s,2020-07-21T22:00:02.503134Z
Infel-ktv Doo,11.58 Mbit/s,1.36 Mbit/s,2020-07-22T17:00:04.432731Z
Infel-ktv Doo,13.69 Mbit/s,1.07 Mbit/s,2020-07-22T18:00:02.310620Z
Infel-ktv Doo,13.88 Mbit/s,1.32 Mbit/s,2020-07-22T19:00:03.618461Z
Infel-ktv Doo,10.51 Mbit/s,1.25 Mbit/s,2020-07-22T20:00:02.445264Z
